current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
439,"CSB 600
- m 3", Cd2+,25,7.0,0.005560004,0.005337603,unresolved,,,,,,Alves2021::CSB 600 - m 3,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 3,source study + source-specific material label
440,"CSB 600
- m 3", Cd2+,25,7.0,0.011120007,0.011031047,unresolved,,,,,,Alves2021::CSB 600 - m 3,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 3,source study + source-specific material label
441,"CSB 600
- m 3", Cd2+,25,7.0,0.022240014,0.021973134,unresolved,,,,,,Alves2021::CSB 600 - m 3,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 3,source study + source-specific material label
442,"CSB 600
- m 3", Cd2+,25,7.0,0.044480028,0.040565786,unresolved,,,,,,Alves2021::CSB 600 - m 3,Alves2021,"Alves et al., Biochar-cadmium retention and its effects after aging with Hydrogen Peroxide (H2O2), Heliyon 7 (2021) e08476.",https://doi.org/10.1016/j.heliyon.2021.e08476,All 16 appended material labels and their Cd task match the source study's material set.,high material identity; medium row provenance,CSB 600 - m 3,source study + source-specific material label
443,BBC500, Cd2+,25,6.0,0.143850316,0.073943599,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
444,BBC500, Cd2+,25,6.0,0.36341611,0.16532337,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
445,BBC500, Cd2+,25,6.0,0.72683222,0.348082911,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
446,BBC500, Cd2+,25,6.0,1.403914942,0.664433769,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
447,BBC500, Cd2+,25,6.0,1.64153118,0.720763277,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
448,BBC500, Cd2+,25,6.0,2.416385571,0.931909972,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
449,BBC500, Cd2+,25,6.0,3.392146926,1.129170003,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
450,BBC500, Cd2+,25,6.0,4.085244551,1.210443911,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
451,BBC500, Cd2+,25,6.0,4.86273143,1.361933992,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
452,BBC500, Cd2+,25,6.0,6.078520772,1.489200249,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
453,BBC500,Cu2+,25,7.0,0.078523322,0.048484562,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
454,BBC500,Cu2+,25,7.0,0.167421501,0.155131716,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
455,BBC500,Cu2+,25,7.0,0.326938328,0.32722752,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
456,BBC500,Cu2+,25,7.0,0.822010197,0.552639033,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
457,BBC500,Cu2+,25,7.0,1.311894533,0.75383187,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
458,BBC500,Cu2+,25,7.0,1.969926998,0.858055582,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
459,BBC500,Cu2+,25,7.0,2.633277531,0.930774557,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
460,BBC500,Cu2+,25,7.0,3.338534447,1.032574828,unresolved,,,,,,Wang2021_invasive::BBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,BBC500,source study + source-specific material label
461,PBC500, Cd2+,25,6.0,0.143850316,0.073952495,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
462,PBC500, Cd2+,25,6.0,0.371754594,0.17236011,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
463,PBC500, Cd2+,25,6.0,0.640875847,0.288390713,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
464,PBC500, Cd2+,25,6.0,1.174979646,0.443190108,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
465,PBC500, Cd2+,25,6.0,1.420934205,0.506556356,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
